,task_id,pretty_formula,spacegroup.symbol,spacegroup.crystal_system,e_above_hull,structure.lattice.volume,density,band_gap,final_energy,oxidation_states,coordination_number
235,mp-1410,DyN,Fm-3m,cubic,0,29.64132129,9.888097362,0.2115,-16.33974251,"[3, -3]",6
236,mp-2738,DyNi,Pnma,orthorhombic,0,159.0122113,9.239549065,0,-45.181434,"[0, 0]",9
237,mp-2014,DyP,Fm-3m,cubic,0,45.53765514,7.055056726,0,-13.23892445,"[3, -3]",6
238,mp-2226,DyPd,Pm-3m,cubic,0,43.33042886,10.30574074,0,-11.57587463,"[0, 0]",0
239,mp-1078613,DyPt,Pnma,orthorhombic,0,178.7173863,13.28985867,0,-52.96711061,"[0, 0]",7
240,mp-232,DyRh,Pm-3m,cubic,0,40.36144293,10.919238,0,-13.69769533,"[0, 0]",0
241,mp-2470,DyS,Fm-3m,cubic,0,42.08197716,7.677462071,0,-12.72318664,"[0, 0]",6
242,mp-1007,DySb,Fm-3m,cubic,0,59.70357221,7.906140581,0,-10.9845017,"[3, -3]",6
243,mp-814,DySe,Fm-3m,cubic,0,47.89508352,8.371501489,0,-11.58849913,"[0, 0]",6
244,mp-2620,DySi,Cmcm,orthorhombic,0,86.60206973,7.308709117,0,-23.37694097,"[0, 0]",7
245,mp-2159,DyTe,Fm-3m,cubic,0,58.3941145,8.249502323,0,-10.29997374,"[0, 0]",6
246,mp-20379,DyTh,Pm-3m,cubic,0.14751723,64.36930006,10.17792428,0,-11.72561063,"[0, 0]",0
247,mp-11374,DyTl,Pm-3m,cubic,0,54.98588033,11.07964534,0,-7.63248067,"[0, 0]",0
248,mp-2303,DyZn,Pm-3m,cubic,0,45.56482047,8.305789295,0,-6.55823908,"[0, 0]",0
249,mp-2621,ErAg,Pm-3m,cubic,0,47.14674326,9.690159539,0,-8.09303236,"[0, 0]",0
250,mp-1188739,ErAl,Pbcm,orthorhombic,0,368.4603789,7.003065103,0,-73.09627978,"[0, 0]",7
251,mp-1688,ErAs,Fm-3m,cubic,0,48.14426211,8.353027543,0,-12.2490802,"[3, -3]",6
252,mp-11243,ErAu,Cmcm,orthorhombic,0,94.0327104,12.86383821,0,-19.28189271,"[0, 0]",7
253,mp-23245,ErBi,Fm-3m,cubic,0,62.23199665,10.03921223,0,-10.06439783,"[0, 0]",6
254,mp-867,ErCd,Pm-3m,cubic,0,51.47606653,9.021725863,0,-6.12493163,"[0, 0]",0
255,mp-1955,ErCu,Pm-3m,cubic,0,40.49880673,9.463506465,0,-9.2133767,"[0, 0]",0
256,mp-1018077,ErGa,Cmcm,orthorhombic,0,93.46897405,8.420288617,0,-17.69900251,"[0, 0]",11
257,mp-2264,ErGe,Cmcm,orthorhombic,0.02019338,88.9427134,8.957713259,0,-21.5843985,"[0, 0]",7
258,mp-1007906,ErH,P6_3/mmc,hexagonal,0.16856912,60.31519994,9.265121487,0,-17.3050478,"[0, 0]",6
259,mp-2468,ErHg,Pm-3m,cubic,0,50.5563417,12.08211699,0,-5.84137199,"[0, 0]",0
260,mp-11370,ErIn,Pm-3m,cubic,0,52.01236572,9.005548427,0,-8.16256655,"[0, 0]",0
261,mp-2713,ErIr,Pm-3m,cubic,0,39.23585854,15.21373467,0,-15.16802372,"[0, 0]",0
262,mp-2228,ErMg,Pm-3m,cubic,0,53.26904218,5.97156421,0,-6.30185123,"[0, 0]",0
263,mp-19830,ErN,Fm-3m,cubic,0,28.48794789,10.56582866,0.2716,-16.45712627,"[3, -3]",6
264,mp-567314,ErNi,Pnma,orthorhombic,0,154.2203661,9.731601524,0,-45.24988031,"[0, 0]",9
265,mp-1144,ErP,Fm-3m,cubic,0,44.22100987,7.443820179,0,-13.19493708,"[3, -3]",6
266,mp-851,ErPd,Pm-3m,cubic,0,42.18096987,10.77392655,0,-11.60783276,"[0, 0]",0
267,mp-1025444,ErPt,Pnma,orthorhombic,0,174.1828217,13.8173145,0,-53.02778208,"[0, 0]",7
268,mp-2381,ErRh,Pm-3m,cubic,0,39.29879823,11.41558335,0,-13.78784595,"[0, 0]",0
269,mp-1623,ErS,Fm-3m,cubic,0,40.78950003,8.11447281,0,-12.60483288,"[0, 0]",6
270,mp-2191,ErSb,Fm-3m,cubic,0,58.4042417,8.217337073,0,-10.86881606,"[3, -3]",6
271,mp-2491,ErSe,Fm-3m,cubic,0,46.51409072,8.78994434,0,-11.4380286,"[0, 0]",6
272,mp-378,ErSi,Cmcm,orthorhombic,0,84.139583,7.710453561,0,-23.28262064,"[0, 0]",7
273,mp-1280,ErTe,Fm-3m,cubic,0,56.99527682,8.590622171,0,-10.12275336,"[0, 0]",6
274,mp-1054,ErTl,P4/mmm,tetragonal,0,53.42894785,11.5504157,0,-7.54061877,"[0, 0]",12
275,mp-1660,ErZn,Pm-3m,cubic,0,44.42162896,8.697436646,0,-6.5316941,"[0, 0]",0
276,mp-623782,EuAg,P1,triclinic,2.498425039,7579.834528,0.227689149,0.0822,-34.9477835,"[0, 0]",0
277,mp-1189619,EuAl,Pmmn,orthorhombic,0.019668927,539.729094,5.505466741,0,-146.0113137,"[0, 0]",0
278,mp-1101926,EuAs,P-62m,hexagonal,0,344.1564272,6.568276039,0,-103.4759333,"[3, -3]",6
279,mp-1078589,EuAu,Pnma,orthorhombic,0,222.814753,10.40169618,0,-60.69098048,"[0, 0]",7
280,mp-580236,EuCd,Pm-3m,cubic,0,63.21516618,6.944615386,0,-11.87789827,"[0, 0]",0
281,mp-1087547,EuCu,Pnma,orthorhombic,0,203.0537155,7.049617849,0,-58.63837337,"[0, 0]",7
282,mp-1079244,EuGa,P-1,triclinic,0.000460558,216.7173201,6.79447169,0,-56.91693424,"[0, 0]",0
283,mp-20712,EuGe,Cmcm,orthorhombic,0,108.1013165,6.900262249,0,-32.62332972,"[0, 0]",7
284,mp-11375,EuHg,Pm-3m,cubic,0,59.51666015,9.836400238,0,-11.71599031,"[0, 0]",0
285,mp-1058490,EuIn,P4/mmm,tetragonal,0,61.92516243,7.153827554,0,-13.92134257,"[0, 0]",12
286,mp-21253,EuMg,Pm-3m,cubic,0.01594464,69.23464488,4.227674761,0,-12.01511266,"[0, 0]",0
287,mp-20340,EuN,Fm-3m,cubic,0,32.75313575,8.414486887,0,-20.24887341,"[3, -3]",6
288,mp-21394,EuO,Fm-3m,cubic,0,32.83482337,8.49432885,0,-20.79518668,"[2, -2]",6
289,mp-20300,EuP,Fm-3m,cubic,0,50.82037476,5.977431335,0,-17.74823239,"[3, -3]",6
290,mp-20394,EuPb,P4/mmm,tetragonal,0,63.26681141,9.426835967,0,-15.05798631,"[0, 0]",10
291,mp-1018147,EuPd,Cmcm,orthorhombic,0,106.1917611,8.080791233,0,-33.80300083,"[0, 0]",11
292,mp-20587,EuS,Fm-3m,cubic,0,49.91823569,6.121757704,0,-18.70536446,"[2, -2]",6
293,mp-21009,EuSe,Fm-3m,cubic,0,58.06856496,6.603543994,0,-17.8382834,"[2, -2]",6
294,mp-21279,EuSi,Cmcm,orthorhombic,0,101.2746197,5.904326861,0,-33.93826837,"[0, 0]",7
295,mp-567833,EuSn,Cmcm,orthorhombic,0,131.4701562,6.837517566,0,-31.34883108,"[0, 0]",9
296,mp-542583,EuTe,Fm-3m,cubic,0,70.060152,6.626119561,0,-16.79700487,"[2, -2]",6
297,mp-542584,EuTl,Pm-3m,cubic,0.114671457,91.69919583,6.452931321,0,-12.9555669,"[0, 0]",0
298,mp-1261,EuZn,Pm-3m,cubic,0,53.42327986,6.756536841,0,-12.06324348,"[0, 0]",0
299,mp-427,FeAs,Pnma,orthorhombic,0.013243513,107.3140656,8.093740435,0,-53.99388018,"[3, -3]",10
300,mp-1080525,FeB,I4_1/amd,tetragonal,0,64.27977134,6.887696687,0,-63.63402686,"[3, -3]",11
301,mp-2090,FeCo,Pm-3m,cubic,0,22.98978739,8.290362741,0,-15.71418618,"[0, 0]",0
302,mp-22478,FeGe,P6/mmm,hexagonal,0.043063937,86.53158464,7.396872351,0,-39.42541765,"[0, 0]",10
303,mp-1009077,FeH,Fm-3m,cubic,0,13.29937715,7.098567613,0,-11.82069785,"[0, 0]",6
304,mp-6988,FeN,F-43m,cubic,0,18.93097599,6.127073258,0,-17.06422679,"[3, -3]",4
305,mp-2213,FeNi,P4/mmm,tetragonal,0,22.50176192,8.452470899,0,-14.3846046,"[0, 0]",12
306,mp-18905,FeO,Fm-3m,cubic,0.465094233,85.08305921,5.608657423,0,-50.0313301,"[2, -2]",6
307,mp-1005,FeP,Pnma,orthorhombic,0,90.50335298,6.371739444,0,-60.20760985,"[3, -3]",10
308,mp-2831,FePd,P4/mmm,tetragonal,0.0082161,27.8615974,9.670923305,0,-13.77728394,"[0, 0]",12
309,mp-2260,FePt,P4/mmm,tetragonal,0,28.12608694,14.81462417,0,-15.00514631,"[2, -2]",12
310,mp-1918,FeRh,Pm-3m,cubic,0,27.51390442,9.581025036,0,-15.91700211,"[0, 0]",0
311,mp-505531,FeS,P4/nmm,tetragonal,0,70.51502163,4.140337363,0,-27.23860197,"[2, -2]",8
312,mp-2619,FeSb,P6_3/mmc,hexagonal,0.107414494,70.07170222,8.417664523,0,-24.8287816,"[3, -3]",8
313,mp-20311,FeSe,P4/nmm,tetragonal,0,79.66398962,5.61982823,0,-25.01949237,"[2, -2]",8
314,mp-871,FeSi,P2_13,cubic,0,88.0154813,6.333879998,0.1664,-59.67319189,"[0, 0]",7
315,mp-21260,FeSn,P6/mmm,hexagonal,0.178094336,108.7928351,7.992862669,0,-36.36159592,"[0, 0]",10
316,mp-21273,FeTe,P4/nmm,tetragonal,0.262897311,87.07557914,6.996625048,0,-22.71632602,"[2, -2]",8
317,mp-11478,GaAg,Pm-3m,cubic,0.088538112,36.50274922,8.078764799,0,-5.75720311,"[0, 0]",0
318,mp-2534,GaAs,F-43m,cubic,0,47.53185692,5.053200624,0.1839,-8.38680317,"[3, -3]",4
319,mp-30379,GaAu,Pnma,orthorhombic,0,148.1172774,11.95940017,0,-27.03058233,"[0, 0]",8
320,mp-1018126,GaBi,F-43m,cubic,0.025325715,67.396534,6.866790564,0,-6.86385487,"[0, 0]",4
321,mp-1121,GaCo,Pm-3m,cubic,0,24.06765437,8.876587419,0,-10.70011139,"[0, 0]",0
322,mp-11388,GaIr,Pm-3m,cubic,0,28.66570831,15.17358645,0,-12.664366,"[0, 0]",0
323,mp-804,GaN,P6_3mc,hexagonal,0,46.94282202,5.923650599,1.7376,-24.63444937,"[3, -3]",4
324,mp-1941,GaNi,Pm-3m,cubic,0.034561452,24.73317939,8.621635157,0,-9.53588588,"[0, 0]",0
325,mp-2490,GaP,F-43m,cubic,0,41.73684503,4.006314015,1.6843,-9.25860923,"[3, -3]",4
326,mp-1078526,GaPd,P2_13,cubic,0,122.2740097,9.568422056,0,-38.13290722,"[0, 0]",7
327,mp-1025551,GaPt,P2_13,cubic,0,122.981538,14.30206113,0,-41.436669,"[2, -2]",7
328,mp-2444,GaRh,Pm-3m,cubic,0,28.1715539,10.17538363,0,-11.7520394,"[0, 0]",0
329,mp-22320,GaRu,Pm-3m,cubic,0.009262641,27.81840243,10.19499411,0,-12.90401786,"[0, 0]",0
330,mp-2507,GaS,P6_3/mmc,hexagonal,0,198.5114922,3.40580686,2.0109,-33.87209317,"[2, -2]",4
331,mp-1156,GaSb,F-43m,cubic,0,60.13324881,5.287673764,0.3655,-7.4702454,"[3, -3]",4
332,mp-1572,GaSe,P-6m2,hexagonal,0,224.8582817,4.391991759,1.2567,-30.82544076,"[2, -2]",4
333,mp-10009,GaTe,P6_3/mmc,hexagonal,0,272.7837448,4.804722517,0.898,-27.59832664,"[2, -2]",4
334,mp-542779,GdAg,Pm-3m,cubic,0,50.10616133,8.786127628,0,-17.52545617,"[0, 0]",0
335,mp-1078585,GdAl,Cmcm,orthorhombic,0,194.2060729,6.301011344,0,-74.59554507,"[0, 0]",7
336,mp-510374,GdAs,Fm-3m,cubic,0,51.26871031,7.519791499,0,-21.80010459,"[3, -3]",6
337,mp-635426,GdAu,Pm-3m,cubic,0,48.66278472,12.08706929,0,-18.98837394,"[0, 0]",0
338,mp-614481,GdBi,Fm-3m,cubic,0,65.43529003,9.293760084,0,-19.7759085,"[0, 0]",6
339,mp-1064427,GdBr,P-3m1,trigonal,0.063556091,128.3485738,6.136468371,0,-36.28595355,"[0, 0]",12
340,mp-1031,GdCd,Pm-3m,cubic,0,53.67516956,8.342453856,0,-15.6882988,"[0, 0]",0
341,mp-614455,GdCu,Pm-3m,cubic,0,43.09949218,8.506837674,0,-18.59790596,"[0, 0]",0
342,mp-20353,GdGa,Cmcm,orthorhombic,0,100.0810374,7.531847056,0,-36.76489972,"[0, 0]",11
343,mp-19918,GdGe,Cmcm,orthorhombic,0,94.69444471,8.062591785,0,-40.8267675,"[0, 0]",7
344,mp-11422,GdHg,Pm-3m,cubic,0,53.17536106,11.17448547,0,-15.41520923,"[0, 0]",0
345,mp-19819,GdIn,P4/mmm,tetragonal,0,54.4411008,8.298501245,0,-17.79748613,"[0, 0]",10
346,mp-2636,GdMg,Pm-3m,cubic,0,56.04456611,5.379275658,0,-15.8888235,"[0, 0]",0
347,mp-940,GdN,Fm-3m,cubic,0,31.03005553,9.164612692,0,-25.56919784,"[3, -3]",6
348,mp-542632,GdNi,Cmcm,orthorhombic,0,83.23436225,8.616211915,0,-41.35335375,"[0, 0]",11
349,mp-7870,GdO,F-43m,cubic,0.211080941,39.19714317,7.339499099,0,-24.40725158,"[0, 0]",4
350,mp-510401,GdP,Fm-3m,cubic,0,46.78868619,6.680095885,0,-22.68147609,"[3, -3]",6
351,mp-11427,GdPd,Cmcm,orthorhombic,0,93.08067896,9.407630898,0,-42.07646406,"[0, 0]",7
352,mp-11428,GdPt,Pnma,orthorhombic,0,184.0124596,12.71792949,0,-90.42525528,"[0, 0]",7
353,mp-1742,GdRh,Pm-3m,cubic,0,41.98370325,10.28966808,0,-22.99723045,"[0, 0]",0
354,mp-510402,GdS,Fm-3m,cubic,0,43.63969695,7.203646573,0,-22.33421407,"[0, 0]",6
355,mp-510403,GdSb,Fm-3m,cubic,0,62.4443211,7.419521852,0,-20.53048524,"[3, -3]",6
356,mp-510404,GdSe,Fm-3m,cubic,0,50.52364717,7.763412875,0,-21.26764027,"[0, 0]",6
357,mp-601371,GdSi,Pnma,orthorhombic,0,178.4318826,6.899144562,0,-84.4535432,"[0, 0]",7
358,mp-574283,GdTe,Fm-3m,cubic,0,61.14408818,7.735900023,0,-20.04225598,"[0, 0]",6
359,mp-19966,GdTl,Pm-3m,cubic,0,57.43243759,10.45587211,0,-17.19865346,"[0, 0]",0
360,mp-2497,GdZn,Pm-3m,cubic,0,46.8818285,7.88650912,0,-16.05530142,"[0, 0]",0
361,mp-9548,GeAs,C2/m,monoclinic,0.001503954,305.4838804,4.812662479,0.6389,-56.02791665,"[3, -3]",4
362,mp-1002164,GeC,F-43m,cubic,0.434762535,24.39998353,5.7608971,1.8486,-12.97475638,"[4, -4]",4
363,mp-208,GeIr,Pnma,orthorhombic,0,128.4715138,13.69347593,0,-56.47037799,"[0, 0]",8
364,mp-1095275,GeP,C2/m,monoclinic,0.014639803,262.174432,3.937562446,0.848,-60.00910731,"[3, -3]",4
365,mp-1424,GePd,Pnma,orthorhombic,0,133.2709608,8.924258472,0,-42.90096408,"[0, 0]",8
366,mp-542640,GePt,Pnma,orthorhombic,0,135.49008,13.12468518,0,-46.52484502,"[2, -2]",8
367,mp-22239,GeRh,Pnma,orthorhombic,0,123.9315608,9.40842377,0,-52.31032007,"[0, 0]",8
368,mp-1025397,GeRu,P2_13,cubic,0.011183253,117.4174316,9.826555984,0.166,-57.85191777,"[0, 0]",7
369,mp-2242,GeS,Pnma,orthorhombic,0,175.8656429,3.954535749,1.237,-37.03916032,"[2, -2]",6
370,mp-10759,GeSe,Fm-3m,cubic,0,45.46799381,5.536591818,0.4401,-8.53162882,"[2, -2]",6
371,mp-938,GeTe,R3m,trigonal,0,56.26495837,5.909652336,0.8215,-7.95077254,"[2, -2]",6
372,mp-632229,HBr,Cmc2_1,orthorhombic,0,113.08781,2.376161273,4.9446,-11.06553323,[],1
373,mp-1079612,HC,I2_13,cubic,0.319200427,40.27854397,2.146846254,5.0041,-49.19812798,"[0, 0]",1
374,mp-632326,HCl,Cmc2_1,orthorhombic,0,99.46742755,1.217379735,5.9709,-12.51738605,[],1
375,mp-632296,HF,Cmc2_1,orthorhombic,0,38.59484955,1.721541338,6.7187,-16.46471095,[],1
376,mp-697025,HI,C2/c,monoclinic,0,589.6668888,2.881675169,4.0849,-39.13163163,[],1
377,mp-23922,HN,Pmna,orthorhombic,0.033436425,298.410389,1.336811168,4.1835,-189.5920187,[],1
378,mp-24289,HPd,Fm-3m,cubic,0.020144623,17.74254559,10.05426703,0,-8.69843495,"[0, 0]",6
379,mp-24722,HRh,Fm-3m,cubic,0,16.71698688,10.32197536,0,-10.6391017,"[0, 0]",6
380,mp-1007761,HW,P6_3/mmc,hexagonal,0.081278161,35.88801036,17.10583689,0,-32.07061362,"[0, 0]",8
381,mp-13156,HfAg,P4/nmm,tetragonal,0,79.01985142,12.03517773,0,-26.03994321,"[0, 0]",0
382,mp-249,HfAl,Cmcm,orthorhombic,0.013856977,76.13141177,8.963278337,0,-28.9824583,"[0, 0]",7
383,mp-9954,HfAs,P6_3/mmc,hexagonal,0,160.1920387,10.50738514,0,-66.44556859,"[0, 0]",6
384,mp-1007755,HfAu,P4/nmm,tetragonal,0,78.61259439,15.86158822,0,-28.63202701,"[0, 0]",10
385,mp-345,HfB,Fm-3m,cubic,0.349908932,28.30637643,11.10497865,0,-17.46357609,"[0, 0]",6
386,mp-1018057,HfBe,Cmcm,orthorhombic,0.05906649,62.60921964,9.945969622,0,-27.70741369,"[0, 0]",11
387,mp-21075,HfC,Fm-3m,cubic,0,25.15743879,12.57416771,0,-21.06360252,"[4, -4]",6
388,mp-1007758,HfCd,P4/nmm,tetragonal,0,87.42550342,11.0506078,0,-22.03762019,"[0, 0]",12
389,mp-2027,HfCo,Pm-3m,cubic,0,31.25819692,12.61270737,0,-17.85908943,"[0, 0]",0
390,mp-510188,HfGa,Pbcm,orthorhombic,0,447.3230617,11.05690501,0,-167.9842719,"[0, 0]",10
391,mp-1007786,HfIr,P2_1/m,monoclinic,0,72.26040876,17.03764112,0,-41.3831819,"[0, 0]",9
392,mp-1191460,HfMn,Fd-3m,cubic,0.003064201,393.005479,11.8354499,0,-233.9428144,"[0, 0]",0
393,mp-2828,HfN,Fm-3m,cubic,0,23.35927761,13.68399725,0,-21.78692844,"[0, 0]",6
394,mp-1018056,HfNi,Cmcm,orthorhombic,0,64.65103174,12.18394482,0,-33.54296025,"[0, 0]",9
395,mp-11452,HfOs,Pm-3m,cubic,0,34.60884581,17.69125639,0,-22.58325693,"[0, 0]",0
396,mp-9953,HfP,P6_3/mmc,hexagonal,0,144.6688828,9.617071841,0,-71.8308797,"[0, 0]",6
397,mp-1007692,HfPd,Cmcm,orthorhombic,0,74.91823825,12.62988016,0,-33.02897567,"[0, 0]",9
398,mp-1007691,HfPt,Cmcm,orthorhombic,0,75.7143797,16.38616664,0,-36.64347779,"[0, 0]",9
399,mp-11457,HfRh,Pm-3m,cubic,0,35.1921036,13.27764394,0,-19.0382795,"[0, 0]",0
400,mp-2802,HfRu,Pm-3m,cubic,0,34.14517049,13.59548934,0,-20.8539019,"[0, 0]",0
401,mp-1079914,HfSb,P2_13,cubic,0,178.6881434,11.1608268,0,-60.6873114,"[0, 0]",7
402,mp-1042,HfSi,Pnma,orthorhombic,0,137.4351263,9.983668576,0,-68.07426864,"[4, -4]",9
403,mp-21328,HfSn,P2_13,cubic,0.093686622,182.0936544,10.84084368,0,-58.04339766,"[0, 0]",7
404,mp-11460,HfTc,Pm-3m,cubic,0,34.8381371,13.17873126,0,-21.28375347,"[0, 0]",0
405,mp-23177,HgBr,I4/mmm,tetragonal,0,139.4810698,6.678630235,2.4641,-5.58147736,[],6
406,mp-22897,HgCl,I4/mmm,tetragonal,0,125.2999169,6.256326939,2.8204,-6.47764196,[],6
407,mp-706,HgF,I4/mmm,tetragonal,0,81.29940181,8.970179705,1.9778,-9.18474433,[],6
408,mp-22859,HgI,I4/mmm,tetragonal,0,159.0678382,6.83755268,1.8859,-4.68362683,[],6
409,mp-1224,HgO,Pnma,orthorhombic,0,146.0667,9.84906649,1.2482,-23.36299203,"[2, -2]",2
410,mp-2685,HgPd,P4/mmm,tetragonal,0,36.37834106,14.01389079,0,-5.82295781,"[0, 0]",12
411,mp-623,HgPt,P4/mmm,tetragonal,0.112995662,36.4572846,18.02197124,0,-6.26109174,"[2, -2]",12
412,mp-1123,HgS,F-43m,cubic,0,54.19907213,7.128031927,0,-4.69514689,"[2, -2]",4
413,mp-820,HgSe,F-43m,cubic,0,61.74931037,7.517552719,0.1236,-4.21106349,"[2, -2]",4
414,mp-2730,HgTe,F-43m,cubic,0,73.86531494,7.377919078,0,-3.77367216,"[2, -2]",4
415,mp-2778,HoAg,Pm-3m,cubic,0,47.75968432,9.484832369,0,-8.09604138,"[0, 0]",0
416,mp-1188420,HoAl,Pbcm,orthorhombic,0,372.2046813,6.849503074,0,-73.24709911,"[0, 0]",7
417,mp-295,HoAs,Fm-3m,cubic,0,48.77219733,8.166199293,0,-12.2784552,"[3, -3]",6
418,mp-1007666,HoAu,Cmcm,orthorhombic,0,94.82141828,12.67527808,0,-19.28037484,"[0, 0]",7
419,mp-22866,HoBi,Fm-3m,cubic,0,62.76839861,9.89181454,0,-10.12674365,"[0, 0]",6
420,mp-170,HoCd,Pm-3m,cubic,0,52.11501416,8.836917806,0,-6.14172782,"[0, 0]",0
421,mp-1971,HoCu,Pm-3m,cubic,0,40.99984874,9.2535428,0,-9.21517535,"[0, 0]",0
422,mp-1018073,HoGa,Cmcm,orthorhombic,0,95.36899249,8.171440104,0,-17.73441999,"[0, 0]",7
423,mp-16342,HoGe,Cmcm,orthorhombic,0.016630474,90.15119721,8.75184822,0,-21.6508552,"[0, 0]",9
424,mp-1092,HoHg,Pm-3m,cubic,0,51.21340071,11.85160061,0,-5.85815373,"[0, 0]",0
425,mp-30728,HoIn,Pm-3m,cubic,0,52.4866592,8.850496892,0,-8.20422442,"[0, 0]",0
426,mp-11476,HoIr,Pm-3m,cubic,0,39.77138482,14.91165269,0,-15.11288205,"[0, 0]",0
427,mp-1199,HoMg,Pm-3m,cubic,0,53.81295537,5.83934927,0,-6.32975953,"[0, 0]",0
428,mp-883,HoN,Fm-3m,cubic,0,29.03742483,10.23272256,0.2401,-16.39499339,"[3, -3]",6
429,mp-11871,HoNi,Pnma,orthorhombic,0,156.9866804,9.461590557,0,-45.19617722,"[0, 0]",9
430,mp-744,HoP,Fm-3m,cubic,0,44.8593139,7.251702115,0,-13.21360027,"[3, -3]",6
431,mp-1087502,HoPd,Pnma,orthorhombic,0,177.294528,10.16585931,0,-46.59417784,"[0, 0]",7
432,mp-1079180,HoPt,Pnma,orthorhombic,0,176.0450028,13.58329594,0,-52.98131677,"[0, 0]",7
433,mp-2163,HoRh,Pm-3m,cubic,0,39.85022405,11.16058575,0,-13.73697489,"[0, 0]",0
434,mp-1240,HoS,Fm-3m,cubic,0,41.40201836,7.901026031,0,-12.66012462,"[0, 0]",6
435,mp-2050,HoSb,Fm-3m,cubic,0,59.04375836,8.062841689,0,-10.92326614,"[3, -3]",6
436,mp-464,HoSe,Fm-3m,cubic,0,47.15596541,8.588296322,0,-11.5094844,"[0, 0]",6
437,mp-12899,HoSi,Cmcm,orthorhombic,0,85.31456995,7.513612499,0,-23.32460245,"[0, 0]",7
438,mp-919,HoTe,Fm-3m,cubic,0,57.61749298,8.430738641,0,-10.20761865,"[0, 0]",6
439,mp-1540,HoTl,Pm-3m,cubic,0,54.38019185,11.27726242,0,-7.57621269,"[0, 0]",0
440,mp-2249,HoZn,Pm-3m,cubic,0,44.99554792,8.500561881,0,-6.53921163,"[0, 0]",0
441,mp-567998,ICl,P2_1/c,monoclinic,0,719.776059,2.996497795,1.8619,-29.50098735,"[0, 0]",3
442,mp-1057979,IN,Fm-3m,cubic,1.960810364,35.26178834,6.635752573,0,-5.81280214,"[0, 0]",6
443,mp-1009018,InAg,Pm-3m,cubic,0.074367198,43.25220029,8.549371644,0,-5.48355706,"[0, 0]",0
444,mp-20305,InAs,F-43m,cubic,0,59.0496044,5.335683812,0.305,-7.86812719,"[3, -3]",4
445,mp-23313,InBi,P4/nmm,tetragonal,0,123.902303,8.679094414,0,-13.28804789,"[0, 0]",12
446,mp-22870,InBr,Cmcm,orthorhombic,0,136.5129852,4.737182879,1.6191,-11.46348511,[],9
447,mp-23276,InCl,P2_13,cubic,0,1977.104346,4.038728523,2.1877,-199.2791879,[],9
448,mp-1018053,InCu,P6_3/mmc,hexagonal,0.065282977,76.83962798,7.709053203,0,-13.45931368,"[0, 0]",6
449,mp-20132,InHg,R-3m,trigonal,0.004852125,55.21828323,9.485034219,0,-3.0456085,"[0, 0]",12
450,mp-23202,InI,Cmcm,orthorhombic,0,156.3957116,5.133000138,1.744,-10.41678966,[],9
451,mp-22205,InN,P6_3mc,hexagonal,0,64.41492732,6.641890506,0.4777,-21.76974227,"[3, -3]",4
452,mp-19876,InNi,P6/mmm,hexagonal,0,105.2635337,8.211460739,0,-26.64375396,"[0, 0]",6
453,mp-20351,InP,F-43m,cubic,0,52.84000862,4.58162144,0.4664,-8.57657251,"[3, -3]",4
454,mp-21215,InPd,Pm-3m,cubic,0,36.25207104,10.13388564,0,-8.92246151,"[0, 0]",0
455,mp-510438,InPt,C2/m,monoclinic,0.018136599,194.3529341,13.23891456,0,-48.64797827,"[2, -2]",12
456,mp-899,InRh,Pm-3m,cubic,0,34.12667099,10.59401245,0,-10.94364468,"[0, 0]",0
457,mp-19795,InS,Pnnm,orthorhombic,0,204.4717809,4.77141557,1.5451,-31.48366217,"[2, -2]",4
458,mp-20012,InSb,F-43m,cubic,0,72.96483523,5.384059459,0,-7.08608429,"[3, -3]",4
459,mp-1079260,InSe,P-6m2,hexagonal,0,266.5826881,4.828159571,0.6561,-29.0698653,"[2, -2]",4
460,mp-20320,InTe,I4/mcm,tetragonal,0.010694103,268.9517681,5.986866156,0.0138,-25.79504471,"[2, -2]",10
461,mp-1001789,IrC,F-43m,cubic,0.530969625,24.89104463,13.62450148,0,-17.00326099,"[4, -4]",4
462,mp-1007660,IrN,P4_2/mmc,tetragonal,0.346675901,45.52940423,15.04269674,0,-32.19510161,"[3, -3]",6
463,mp-510198,IrPb,P6_3/mmc,hexagonal,0.246245983,86.61899241,15.3141364,0,-24.11705601,"[0, 0]",8
464,mp-30744,IrW,Pmma,orthorhombic,0,60.87000329,20.51773636,0,-44.82599066,"[0, 0]",12
465,mp-713,KAs,P2_12_12_1,orthorhombic,0,525.0352811,2.884903246,1.1256,-53.40661047,[],7
466,mp-1059907,KB,Fm-3m,cubic,2.100309269,62.54068847,1.32515878,0,-3.61866605,"[0, 0]",6
467,mp-31104,KBi,P2_1/c,monoclinic,0,1360.542102,4.844473358,0.4072,-91.20291582,"[0, 0]",12
468,mp-23251,KBr,Fm-3m,cubic,0,75.29435878,2.624472422,4.5151,-6.27061711,[],6
469,mp-243,KC,I4_1/acd,tetragonal,0.266073601,430.7189152,1.576313241,3.3007,-78.72898362,"[0, 0]",12
470,mp-23193,KCl,Fm-3m,cubic,0,65.0332374,1.903570406,5.0448,-6.86139194,[],6
471,mp-463,KF,Fm-3m,cubic,0,39.89286322,2.418273283,6.0694,-8.43171896,[],6
472,mp-1097017,KFe,C2/c,monoclinic,1.015434851,137.52912,2.292708029,0,-15.09765257,"[0, 0]",7
473,mp-1078864,KGa,Pnma,orthorhombic,0.073126567,294.7437574,2.452327018,0,-16.94404047,"[0, 0]",0
